year,day,month,doc,hdate,ID,bay,region,latitude,longitude,TL_mm,radius,age
2020,6,July,188,85,KDSP-979,Agripina Bay,Agripina Bay,57.1049,-156.4585,54,401.58,103
2020,6,July,188,82,KDSP-980,Agripina Bay,Agripina Bay,57.1049,-156.4585,58,407.2,106
2020,6,July,188,99,KDSP-982,Agripina Bay,Agripina Bay,57.1049,-156.4585,47,355.57,89
2020,6,July,188,82,KDSP-983,Agripina Bay,Agripina Bay,57.1049,-156.4585,58,372.45,106
2020,6,July,188,110,KDSP-984,Agripina Bay,Agripina Bay,57.1049,-156.4585,49,318.09,78
2020,6,July,188,93,KDSP-985,Agripina Bay,Agripina Bay,57.1049,-156.4585,56,380.89,95
2020,6,July,188,88,KDSP-986,Agripina Bay,Agripina Bay,57.1049,-156.4585,52,364.24,100
2021,5,July,186,110,KDSP-1153,Agripina Bay,Agripina Bay,57.104,-156.4767,43,267.35,76
2021,5,July,186,105,KDSP-1154,Agripina Bay,Agripina Bay,57.104,-156.4767,44,277.79,81
2021,5,July,186,114,KDSP-1155,Agripina Bay,Agripina Bay,57.104,-156.4767,45,227.7,72
2021,5,July,186,107,KDSP-1156,Agripina Bay,Agripina Bay,57.104,-156.4767,47,294.43,79
2021,5,July,186,107,KDSP-1157,Agripina Bay,Agripina Bay,57.104,-156.4767,41,254.11,79
2021,5,July,186,110,KDSP-1158,Agripina Bay,Agripina Bay,57.104,-156.4767,46,281.88,76
2021,5,July,186,103,KDSP-1160,Agripina Bay,Agripina Bay,57.104,-156.4767,48,330.63,83
2021,5,July,186,118,KDSP-1161,Agripina Bay,Agripina Bay,57.104,-156.4767,43,250.86,68
2021,5,July,186,99,KDSP-1162,Agripina Bay,Agripina Bay,57.104,-156.4767,47,315.96,87
2021,5,July,186,113,KDSP-1163,Agripina Bay,Agripina Bay,57.104,-156.4767,44,276.43,73
2021,5,July,186,126,KDSP-1165,Agripina Bay,Agripina Bay,57.104,-156.4767,38,206.8,60
2021,5,July,186,111,KDSP-1166,Agripina Bay,Agripina Bay,57.104,-156.4767,45,285.34,75
2021,5,July,186,107,KDSP-1167,Agripina Bay,Agripina Bay,57.104,-156.4767,43,294.57,79
2021,5,July,186,116,KDSP-1168,Agripina Bay,Agripina Bay,57.104,-156.4767,41,257.44,70
2021,5,July,186,113,KDSP-1169,Agripina Bay,Agripina Bay,57.104,-156.4767,44,256.28,73
2021,5,July,186,113,KDSP-1170,Agripina Bay,Agripina Bay,57.104,-156.4767,44,235.47,73
2021,5,July,186,101,KDSP-1171,Agripina Bay,Agripina Bay,57.104,-156.4767,47,340.76,85
2021,5,July,186,103,KDSP-1172,Agripina Bay,Agripina Bay,57.104,-156.4767,51,313.73,83
2021,5,July,186,104,KDSP-1174,Agripina Bay,Agripina Bay,57.104,-156.4767,47,266.76,82
2021,5,July,186,104,KDSP-1175,Agripina Bay,Agripina Bay,57.104,-156.4767,49,309.9,82
2021,5,July,186,111,KDSP-1176,Agripina Bay,Agripina Bay,57.104,-156.4767,46,275.37,75
2022,4,July,185,94,KDSP-1398.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,51,319.19,91
2022,4,July,185,90,KDSP-1399.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,348.05,95
2022,4,July,185,97,KDSP-1400.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,50,316.11,88
2022,4,July,185,86,KDSP-1401.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,54,380.77,99
2022,4,July,185,83,KDSP-1402.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,52,367.43,102
2022,4,July,185,91,KDSP-1403.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,46,342.36,94
2022,4,July,185,83,KDSP-1404.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,54,367.19,102
2022,4,July,185,96,KDSP-1405.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,49,322.69,89
2022,4,July,185,84,KDSP-1406.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,50,350.55,101
2022,4,July,185,85,KDSP-1407.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,56,385.87,100
2022,4,July,185,94,KDSP-1408.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,50,317.3,91
2022,4,July,185,91,KDSP-1410.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,49,349.37,94
2022,4,July,185,83,KDSP-1411.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,49,357.75,102
2022,4,July,185,90,KDSP-1412.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,45,325.96,95
2022,4,July,185,104,KDSP-1413.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,43,288.98,81
2022,4,July,185,102,KDSP-1415.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,48,286.28,83
2022,4,July,185,90,KDSP-1416.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,50,318.84,95
2022,4,July,185,101,KDSP-1417.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,51,326.91,84
2022,4,July,185,80,KDSP-1418.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,54,342.61,105
2022,4,July,185,98,KDSP-1419.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,47,314.05,87
2022,4,July,185,96,KDSP-1420.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,55,343.75,89
2022,4,July,185,94,KDSP-1421.2,Agripina Bay,Agripina Bay,57.1042,-156.4766,50,332.59,91
2023,7,July,188,114,KDSP-1873.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,43,249.65,74
2023,7,July,188,107,KDSP-1874.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,40,292.75,81
2023,7,July,188,123,KDSP-1875.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,38,229.29,65
2023,7,July,188,118,KDSP-1876.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,37,231.32,70
2023,7,July,188,118,KDSP-1877.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,43,266.62,70
2023,7,July,188,105,KDSP-1878.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,46,306.3,83
2023,7,July,188,115,KDSP-1879.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,40,245.93,73
2023,7,July,188,123,KDSP-1880.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,37,255.57,65
2023,7,July,188,113,KDSP-1881.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,43,266.9,75
2023,7,July,188,119,KDSP-1882.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,239.93,69
2023,7,July,188,107,KDSP-1884.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,47,279.03,81
2023,7,July,188,112,KDSP-1886.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,40,242.12,76
2023,7,July,188,119,KDSP-1887.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,242.32,69
2023,7,July,188,121,KDSP-1889.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,37,208.02,67
2023,7,July,188,111,KDSP-1893.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,45,285.71,77
2023,7,July,188,114,KDSP-1894.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,45,261.81,74
2023,7,July,188,112,KDSP-1896.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,41,260.42,76
2023,7,July,188,111,KDSP-1897.2,Agripina Bay,Agripina Bay,57.1046,-156.4714,45,265.41,77
2018,18,July,199,58,2001,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,77,629,142
2018,18,July,199,52,2005,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,80,619,148
2018,18,July,199,30,2006,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,92,586,170
2018,18,July,199,53,2007,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,94,550,147
2018,18,July,199,65,2010,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,68,410,135
2018,15,July,196,64,2017,Anton Larsen Bay,Eastern Kodiak,57.88538,-152.63903,69,482,135
2018,15,July,196,69,2019,Anton Larsen Bay,Eastern Kodiak,57.88538,-152.63903,60,427,128
2018,15,July,196,70,2021,Anton Larsen Bay,Eastern Kodiak,57.88538,-152.63903,63,389,127
2018,15,July,196,53,2025,Anton Larsen Bay,Eastern Kodiak,57.88538,-152.63903,90,590,144
2018,18,July,199,58,2026,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,87,620,139
2018,18,July,199,61,2028,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,84,510,136
2018,18,July,199,49,2031,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,89,515,150
2018,18,July,199,60,2034,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,73,516,139
2018,15,July,196,65,2038,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,69,447,131
2018,15,July,196,79,2042,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,55,340,117
2018,15,July,196,78,2043,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,60,416,118
2018,15,July,196,56,2045,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,74,480,140
2019,13,July,194,84,2380,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,57,390,110
2019,13,July,194,99,2383,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,47,304,95
2019,13,July,194,71,2384,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,67,438,123
2019,13,July,194,83,2385,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,48,331,111
2019,13,July,194,85,2387,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,55,348,109
2019,13,July,194,83,2388,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,58,397,111
2019,13,July,194,59,2389,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,61,427,135
2019,13,July,194,88,2390,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,49,315,106
2019,13,July,194,91,2392,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,48,333,103
2019,13,July,194,83,2393,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,51,386,111
2019,13,July,194,100,2394,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,41,268,94
2019,13,July,194,83,2396,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,52,387,111
2019,13,July,194,91,2398,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,45,297,103
2019,13,July,194,87,2399,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,49,344,107
2019,13,July,194,74,2401,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,55,347,120
2019,13,July,194,80,2402,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,54,395,114
2019,13,July,194,66,2404,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,64,410,128
2019,13,July,194,80,2405,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,59,392,114
2019,13,July,194,80,2407,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,61,411,114
2019,13,July,194,96,2408,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,51,352,98
2021,10,July,191,53,BL3000,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,81,505.633,138
2021,10,July,191,67,BL3001,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,90,467.574,124
2021,10,July,191,33,BL3003,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,91,578.552,158
2021,10,July,191,28,BL3004,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,94,591.782,163
2021,10,July,191,36,BL3005,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,82,588.255,155
2021,10,July,191,67,BL3006,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,68,487.136,124
2021,10,July,191,103,BL3008,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,49,268.188,88
2021,10,July,191,105,BL3011,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,47,280.902,86
2021,11,July,192,40,BL3012,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,85,644.138,152
2021,11,July,192,44,BL3015,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,94,473.228,148
2021,11,July,192,35,BL3016,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,82,565.796,157
2021,10,July,191,104,BL3018,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,49,295.193,87
2021,10,July,191,110,BL3019,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,41,216.451,81
2021,10,July,191,62,BL3020,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,65,475.68,129
2021,10,July,191,79,BL3021,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,55,347.545,112
2021,10,July,191,77,BL3023,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,55,393.426,114
2021,10,July,191,92,BL3024,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,50,351.673,99
2021,10,July,191,107,BL3025,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,42,266.148,84
2021,10,July,191,123,BL3028,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,39,184.72,68
2021,10,July,191,105,BL3029,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,41,252.019,86
2021,9,July,190,116,BL3031,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,41,212.834,74
2021,9,July,190,77,BL3032,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,54,330.841,113
2021,9,July,190,95,BL3033,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,48,294.432,95
2021,9,July,190,125,BL3034,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,44,201.807,65
2021,9,July,190,114,BL3037,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,42,221.047,76
2021,9,July,190,122,BL3038,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,41,182.711,68
2021,9,July,190,101,BL3039,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,44,272.152,89
2021,9,July,190,77,BL3040,Anton Larsen Bay,Eastern Kodiak,57.86153,-152.6404,47,332.208,113
2021,10,July,191,78,BL3042,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,58,396.608,113
2021,10,July,191,53,BL3043,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,90,530.487,138
2021,10,July,191,48,BL3044,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,70,546.843,143
2021,10,July,191,60,BL3046,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,75,508.174,131
2021,10,July,191,34,BL3047,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,89,555.773,157
2021,10,July,191,43,BL3048,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,92,549.526,148
2021,10,July,191,41,BL3049,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,83,474.351,150
2021,10,July,191,43,BL3050,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,81,530.435,148
2021,10,July,191,68,BL3051,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,87,467.336,123
2021,10,July,191,65,BL3052,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,52,390.83,126
2021,10,July,191,28,BL3053,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,90,605.107,163
2021,10,July,191,56,BL3054,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,77,449.398,135
2021,10,July,191,18,BL3055,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,95,679.471,173
2021,10,July,191,52,BL3056,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,87,528.947,139
2021,10,July,191,36,BL3057,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,87,627.468,155
2021,10,July,191,63,BL3058,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,75,464.083,128
2021,10,July,191,42,BL3059,Anton Larsen Bay,Eastern Kodiak,57.88017,-152.64703,81,612.662,149
2022,14,July,195,119,BL3519,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,46,263.87,76
2022,14,July,195,96,BL3520,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,49,350.2,99
2022,14,July,195,73,BL3521,Anton Larsen Bay,Eastern Kodiak,57.88288,-152.62508,65,469.46,122
2022,14,July,195,78,BL3525,Anton Larsen Bay,Eastern Kodiak,57.87825,-152.64772,77,494.58,117
2022,13,July,194,102,BL3527,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,48,297.4,92
2022,13,July,194,101,BL3528,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,56,317.77,93
2022,13,July,194,109,BL3530,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,43,300.21,85
2022,13,July,194,93,BL3531,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,58,378.59,101
2022,13,July,194,110,BL3532,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,43,261.29,84
2022,12,July,193,110,BL3537,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,41,292.91,83
2022,12,July,193,127,BL3538,Anton Larsen Bay,Eastern Kodiak,57.882,-152.62572,34,213.76,66
2022,13,July,194,122,BL3548,Anton Larsen Bay,Eastern Kodiak,57.87812,-152.63642,39,250.11,72
2018,1,Aug,213,106,KDSP-151,Baralof Bay,Shumagin Islands,55.228,-160.5598,45,357.43,107
2018,1,Aug,213,115,KDSP-152,Baralof Bay,Shumagin Islands,55.228,-160.5598,42,329.69,98
2018,1,Aug,213,117,KDSP-153,Baralof Bay,Shumagin Islands,55.228,-160.5598,40,308.2,96
2018,1,Aug,213,119,KDSP-154,Baralof Bay,Shumagin Islands,55.2293,-160.5623,50,351.71,94
2018,1,Aug,213,106,KDSP-156,Baralof Bay,Shumagin Islands,55.228,-160.5598,53,422.22,107
2018,1,Aug,213,119,KDSP-157,Baralof Bay,Shumagin Islands,55.228,-160.5598,49,377.77,94
2018,1,Aug,213,97,KDSP-178,Baralof Bay,Shumagin Islands,55.2293,-160.5623,75,450.58,116
2018,1,Aug,213,88,KDSP-179,Baralof Bay,Shumagin Islands,55.2293,-160.5623,78,524.17,125
2018,1,Aug,213,83,KDSP-180,Baralof Bay,Shumagin Islands,55.2293,-160.5623,69,529.07,130
2018,1,Aug,213,115,KDSP-181,Baralof Bay,Shumagin Islands,55.228,-160.5598,49,389.27,98
2018,1,Aug,213,92,KDSP-20,Baralof Bay,Shumagin Islands,55.228,-160.5598,76,557.74,121
2018,1,Aug,213,69,KDSP-203,Baralof Bay,Shumagin Islands,55.2293,-160.5623,92,613.78,144
2018,1,Aug,213,87,KDSP-21,Baralof Bay,Shumagin Islands,55.228,-160.5598,76,536.02,126
2018,1,Aug,213,100,KDSP-22,Baralof Bay,Shumagin Islands,55.228,-160.5598,53,440.82,113
2018,1,Aug,213,104,KDSP-23,Baralof Bay,Shumagin Islands,55.228,-160.5598,50,396.45,109
2018,1,Aug,213,123,KDSP-24,Baralof Bay,Shumagin Islands,55.228,-160.5598,43,335.09,90
2018,1,Aug,213,65,KDSP-25,Baralof Bay,Shumagin Islands,55.2293,-160.5623,75,598.5,148
2018,1,Aug,213,111,KDSP-27,Baralof Bay,Shumagin Islands,55.2293,-160.5623,55,371.62,102
2018,1,Aug,213,114,KDSP-28,Baralof Bay,Shumagin Islands,55.2293,-160.5623,58,364.42,99
2018,1,Aug,213,121,KDSP-29,Baralof Bay,Shumagin Islands,55.2293,-160.5623,44,356.11,92
2020,23,July,205,117,KDSP-862,Baralof Bay,Shumagin Islands,55.2293,-160.5519,49,297.62,88
2020,23,July,205,119,KDSP-863,Baralof Bay,Shumagin Islands,55.2293,-160.5519,46,336.18,86
2020,23,July,205,115,KDSP-866,Baralof Bay,Shumagin Islands,55.2293,-160.5519,52,360.54,90
2020,23,July,205,136,KDSP-867,Baralof Bay,Shumagin Islands,55.2293,-160.5519,44,268.62,69
2020,23,July,205,119,KDSP-869,Baralof Bay,Shumagin Islands,55.2293,-160.5519,48,330.72,86
2020,23,July,205,110,KDSP-870,Baralof Bay,Shumagin Islands,55.2293,-160.5519,52,363.93,95
2020,23,July,205,102,KDSP-872,Baralof Bay,Shumagin Islands,55.2293,-160.5519,57,400.91,103
2020,23,July,205,92,KDSP-873,Baralof Bay,Shumagin Islands,55.2293,-160.5519,62,461.41,113
2020,23,July,205,93,KDSP-875,Baralof Bay,Shumagin Islands,55.2293,-160.5519,67,448.6,112
2020,23,July,205,121,KDSP-876,Baralof Bay,Shumagin Islands,55.2293,-160.5519,44,289.64,84
2020,23,July,205,114,KDSP-877,Baralof Bay,Shumagin Islands,55.2293,-160.5519,47,290.39,91
2020,23,July,205,112,KDSP-878,Baralof Bay,Shumagin Islands,55.2293,-160.5519,47,374.58,93
2020,23,July,205,129,KDSP-879,Baralof Bay,Shumagin Islands,55.2293,-160.5519,40,254.72,76
2020,23,July,205,127,KDSP-880,Baralof Bay,Shumagin Islands,55.2293,-160.5519,47,308.7,78
2020,23,July,205,103,KDSP-882,Baralof Bay,Shumagin Islands,55.2293,-160.5519,57,407.95,102
2020,23,July,205,98,KDSP-883,Baralof Bay,Shumagin Islands,55.2293,-160.5519,61,451,107
2020,23,July,205,114,KDSP-884,Baralof Bay,Shumagin Islands,55.2293,-160.5519,54,393.4,91
2020,23,July,205,119,KDSP-886,Baralof Bay,Shumagin Islands,55.2293,-160.5519,41,285.6,86
2021,15,July,196,131,KDSP-1293,Baralof Bay,Shumagin Islands,55.2295,-160.5645,37,202.77,65
